RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
135226,e56e87ea-a7fe-4537-8e44-e29b1a3b4a8d,Nguyen,329,Germany,Male,25,5,102411.22,4,0,0,42534.03,1
316202,c41e1251-63ca-46ad-ac83-14fa4f317a3c,Allen,485,Spain,Male,91,0,104093.78,4,0,0,88448.63,0
120979,0a21842c-886e-4973-b98d-e7e4f1263f9a,Smith,334,Germany,Male,20,7,130620.26,4,1,1,66581.87,1
354370,d249a9ec-628d-4469-8b78-f0620ee7e59b,White,601,Spain,Male,73,7,207316.43,3,1,0,17416.82,0
935451,ffc57ab2-1889-4ae1-a488-4e07911525ab,Graves,704,France,Female,91,8,61096.19,4,0,0,73031.21,1
23475,8838a7f5-c69f-4986-b217-270c8013290a,Carroll,793,France,Female,48,4,74544.4,4,0,1,99862.83,0
473774,9462e91e-2765-4819-8ce8-bc8a430a1cf2,Ross,769,France,Female,62,1,235729.52,2,0,1,109158.43,1
37732,9c54690b-e4e6-4181-9421-0a102b7ceadc,Johnson,358,France,Male,66,6,226695.21,1,0,1,149610.25,0
962432,56943fc7-adc6-4b33-af09-7c0aeef083e3,Moore,497,France,Male,40,2,176706.54,1,1,1,112002.29,0
619169,29724505-325e-4f39-a210-dd5ddad51a99,Meyers,784,Germany,Male,83,5,219392.55,4,1,0,107783.44,0
621511,d6e56074-2f79-4a9c-852d-916c7d968587,Poole,551,France,Female,18,4,132044.49,4,0,0,135515.47,1
601025,ef7e8614-fc49-4690-a565-f59fde52e0e0,Patel,893,France,Male,25,1,237438.79,1,1,1,28780.59,0
679423,4226d00f-cf7b-4f2f-bf5d-e542bd9f5d10,Schwartz,715,Germany,Male,81,1,157896.61,3,0,0,59876.44,0
80590,02839811-363c-42a7-b407-58429c0c97e6,Mcdaniel,820,France,Male,29,9,225341.07,4,0,1,106300.57,1
646548,c652121f-63ec-4cab-adf7-49e1f926464c,Lee,819,Spain,Male,57,0,46493.44,1,1,1,174089.93,0
622715,4d7df7a9-730f-4e7d-9a6b-f37e18d818db,Barnett,564,Germany,Female,63,3,194041.59,4,1,0,75131.46,0
424517,90b3694a-3484-4f5b-bd03-3214d0cda454,Carroll,900,Spain,Male,57,0,202453.21,2,0,0,77937.52,0
254198,484b7275-b035-4fdd-9568-c0d13dd3e050,Lamb,840,Germany,Male,21,1,192526.68,3,1,0,90636.26,1
294112,c1fd4242-9520-4721-8c10-c8a3fe4fa6a2,Keller,316,Spain,Male,87,9,239509.77,4,1,1,148564.86,1
249852,3dbb69de-ac0f-4ad1-bc9f-30851925a2a8,Kim,566,France,Male,89,0,163207.38,1,1,1,63239.57,0
484983,95f69fb9-c02f-4b88-ba09-82609dce5ddf,Mclaughlin,412,Germany,Male,69,10,51324.22,4,1,1,98753.73,1
426523,17c3cbbc-2330-4a3f-86bd-002b20b0e5ed,Choi,825,Spain,Female,74,7,197056.62,1,1,0,17073.65,0
703511,6e012e58-9488-4f8b-9a9f-750d4d60e8fc,Walker,560,Spain,Female,24,2,67339.12,3,1,0,28866.23,1
312467,c149e531-025e-4ec0-8f01-361a0e86f535,Poole,435,France,Female,74,8,143053.48,3,0,1,132199.97,0
952610,ad8223f4-b2f4-48e9-81cd-7f4d8fbfa5b9,Anderson,827,Spain,Male,48,6,130062.3,4,0,0,92419.57,1
176293,82b6f4ad-508a-4f42-a031-686d9fd2a75d,Perez,358,France,Female,86,0,13996.13,1,1,0,76021.94,0
304192,b11f4685-b538-46eb-8c2f-d444cf5de5a9,Williamson,447,Germany,Female,30,7,60638.35,1,0,1,40781.78,1
13011,d5cca4e8-2897-4019-8e0b-248a812ba1de,Hurst,759,France,Female,70,3,228107.48,2,0,1,51482.09,1
198000,5838959b-c345-48cd-8ad5-89c0f4760ec2,Neal,575,Spain,Male,51,4,250933.74,3,0,0,33983.95,1
83024,09b59756-aea0-4991-ada6-e1de41ffe957,Sanders,630,Germany,Female,78,3,1212.72,2,1,0,94547.36,1
740480,50945200-05e3-47e3-86a8-8af5b807c3b3,Moore,677,France,Female,28,3,200284.84,3,1,1,176678.72,0
781753,c3175817-72a9-473d-8e47-a4c1f533f5c5,Wallace,841,Spain,Male,68,7,39534.26,3,1,1,101508.73,1
115855,06edf97e-2673-4989-ad6f-412c3e8e05d6,Duarte,364,Spain,Male,23,10,148406.44,2,0,0,181096.01,1
590754,d7b6d44a-c0da-466e-9073-518428ba3826,Leonard,647,France,Male,24,9,75734.48,2,0,0,46629.71,1
440266,0678b3c0-06d6-4c83-b95a-365797ff8690,Roberts,398,Germany,Female,36,2,47195.74,2,0,1,18071.11,0
505699,594d311c-338e-4e18-a920-71d7926a575f,Barry,330,Spain,Male,75,0,137120.79,2,0,0,193000.45,0
403086,0168e668-8824-44fb-b5c8-1a90fab7a139,Martinez,848,Germany,Female,90,3,158665.11,4,1,0,96954.8,0
389072,3c5b18eb-eb4e-44a1-a4b8-773a6c24dd97,Hess,379,France,Male,83,4,168964.34,3,1,0,109058.55,0
347245,07535921-9365-40aa-91a8-31672ac0e89a,Woods,858,Spain,Female,78,4,211546.05,3,0,0,129872.54,1
929873,ae79bbd7-1b33-45de-bda3-9e78f81242a4,Cox,431,Spain,Female,89,0,78815.57,3,0,0,52406.82,1
999430,2b91ce01-a9f7-429b-8d8f-099a1c76fad9,Morris,320,France,Male,45,4,4869.11,3,0,1,118161.11,1
77042,2795e451-ca30-48eb-bc87-7e7a85641a6d,Harris,415,Germany,Female,79,0,68871.18,2,0,1,34282.89,0
359080,573b09f2-f174-4de7-87ae-a932b465b281,Singh,496,Spain,Male,47,9,157686.23,2,1,1,68582.94,1
124174,81c636ac-eee3-4aa3-81f6-dac2a7df3cb8,Jones,664,Germany,Male,46,8,137569.17,2,1,1,194413.86,0
694447,7aa19239-c186-4bb6-863e-93cf68d966cc,Hunt,442,Germany,Female,48,9,29144.52,3,0,0,91692.7,0
625799,6c7739c2-53dd-43a8-9949-397d30d8408b,Russell,872,Spain,Male,19,2,57902.01,1,0,1,170218.92,0
664481,3a7e04f1-8194-4fea-82ad-1e420ae44b70,Roman,483,France,Female,86,5,193231.13,4,1,1,190442.57,0
858712,a18cc995-6029-4797-9804-ec93824f7a8e,Rogers,859,Germany,Male,26,3,170774.66,2,1,0,182900.88,0
782204,a327b90c-30c0-4547-8a77-02b42613b644,Valdez,326,Germany,Female,19,4,88664.94,2,0,1,124869.58,0
51289,de4074a1-fb59-4916-bc44-58c22c812d45,Ellis,351,France,Male,64,10,110768.83,2,1,0,118132.25,1
171989,4aa324e0-9344-4772-b6ac-f8714ea32ac0,Powers,523,France,Male,81,3,150175.48,3,0,0,193486.65,1
42565,7bb7bc24-302e-4cf4-8061-041d542e93a1,Sims,444,France,Female,63,3,180675.51,3,0,1,52647.57,0
590628,69eca33c-5c19-4fec-acbf-cb1ab7f8bcf8,Williams,683,France,Male,86,7,15396.56,1,1,1,105557.25,0
940894,3060201a-c62d-4e1f-b1e3-09ec91534760,Alexander,851,Spain,Male,64,6,144954.76,2,1,1,142012.53,0
278027,b8189de6-74bf-42cc-a360-ee61a27cde72,Henderson,786,France,Male,21,2,79100.23,3,1,1,169428.56,1
715261,a2258f80-8d4f-439c-9826-b2cf0e754ab5,Baker,899,France,Male,28,9,133707.63,2,1,1,186314.71,1
307543,54392148-9064-4169-bf23-d76263308d8a,Roberts,831,Spain,Male,82,5,250567.05,2,1,0,108954.5,0
603350,ce45606c-7df0-4048-ba20-23d0ed59f3c5,Lee,838,Germany,Male,24,3,54070.57,1,0,0,10287.13,0
930303,f28eff11-4602-4dcc-aa7d-daf0c2e7857b,Lopez,500,France,Male,86,4,90094.75,1,1,1,26185.01,1
873047,ed06a704-b7d6-46b7-972f-0c5de0b9974d,Ballard,871,Spain,Male,20,1,226568.91,2,0,1,95081.76,1
990280,a4d7046c-186c-49a0-acb3-6c15f49f1f77,Pace,329,Germany,Male,29,8,152453.5,2,0,0,84034.71,0
533999,ab3ace3a-b903-473f-bf99-c8986d79b3e1,Obrien,337,France,Male,31,9,11261.75,1,0,1,31870.35,1
883523,d7fddee3-0fb2-435d-aae9-4b10b1ebdafe,Bautista,733,Spain,Male,78,6,12867.79,2,0,0,107127.93,0
932953,757c3bd6-a457-4489-8322-fca01fb37364,Brock,568,Spain,Female,79,10,107840.53,4,0,0,61215.45,1
772980,197851aa-e7bc-49e2-9e04-daa701c8a9cd,Gay,302,Germany,Female,62,10,140974.19,2,0,0,54574.05,1
961013,ee3924e6-8152-4ea3-86bc-fb086f0ef0d7,Smith,306,Spain,Male,85,5,200390.98,3,1,0,47410.3,1
277747,bccd8fd8-653a-478d-9bc3-4b8e9e9e64e4,Ford,497,Spain,Male,50,2,9937.83,3,0,1,128656.11,1
66197,11bd78e3-96af-440f-806d-d4648db9e215,Barrett,515,France,Male,21,3,190968.85,1,0,1,8536.14,0
213771,2af59ba2-d6d1-4975-a7aa-663a93e34137,Parker,585,Germany,Female,43,9,81439.76,4,0,1,7088.45,0
787512,d15a66b8-304a-49b5-a175-93d063b65258,Cervantes,320,Germany,Female,25,3,231771.73,2,1,0,86214.86,1
340451,05c6fa47-e5a9-4560-970c-391736621e3e,Holmes,857,Germany,Male,60,0,237055.75,2,0,0,53106.91,0
712893,b90d279b-d359-47bb-9c7b-20e1881c8f6e,Butler,881,Germany,Male,65,4,52234.4,3,0,0,79509.24,0
244227,52a56d07-d6ed-46c1-bafa-bc2eff50801a,Jenkins,467,Germany,Female,65,3,228944.36,4,1,0,15436.78,1
815188,1b1b8836-9c02-4c98-b715-d2da62d62127,Arnold,821,Germany,Female,62,6,163603.65,2,0,1,106913.06,0
494721,9807ba24-5b6b-4af1-b845-1835db0bb36e,Salazar,306,France,Female,56,3,14107.06,3,0,0,3994.68,0
314829,b1aaa668-f62e-4418-b32e-b998a5993de4,Fox,382,France,Male,65,7,180275.95,1,1,1,2536.27,1
169509,9fe05e35-9057-42b1-b328-0a7e99e42063,Robinson,506,France,Male,38,7,211319.66,4,0,1,180421.54,1
571966,7e8823a7-5105-48fd-9f5f-6b3bf144c5b4,Page,389,Spain,Male,79,6,88889.41,4,0,1,182029.75,0
341164,c895beb9-a657-47ff-9fda-eefdf25aabce,Clark,732,Spain,Female,59,0,230951.96,4,0,1,70288.75,0
282027,75158c4a-3528-4dd5-b30e-be6434507925,Carey,322,Germany,Male,42,7,27376.54,3,0,1,40817.16,1
753516,9f65e433-447d-42fc-b8eb-ec8cf4ca120b,Aguilar,330,France,Male,25,5,109713.26,3,1,0,77304.93,0
466029,ff0bf928-decb-43dc-8f80-8e4a47fff0ef,Aguilar,348,France,Male,46,1,7045.88,1,1,0,125286.36,1
993367,741e44ac-18aa-4bc0-ba64-428ab2607147,Edwards,369,France,Female,74,8,83983.34,4,1,1,78440.41,0
852421,f616227e-a8d7-400a-a72d-595a392b23b3,Harris,832,France,Male,61,7,170074.19,4,1,0,181492.56,0
443167,32b9105c-a78a-4d77-8daf-c25a663c9ab9,Duffy,361,Spain,Female,56,5,118795.8,4,1,0,97978.13,1
813979,cb8c78d3-89e8-44e6-a039-249d2b193468,Thomas,413,France,Female,78,1,79065.45,2,0,1,130288.09,0
103323,47f27198-1c17-4876-bb20-c7bf6134d1d7,Wallace,756,Germany,Female,83,9,25466.07,2,0,1,198656.26,1
761189,96ef5905-2378-46d2-a667-f11ed2dd9b19,Harding,733,France,Female,27,8,152781.0,1,1,0,74671.48,0
815258,f3544449-e288-4bee-aca0-bdb012107371,Velez,364,Germany,Male,73,0,215886.54,3,0,1,168216.59,1
859898,0dbd08a5-1206-4863-93c3-72c79f9a31ba,Knight,775,Spain,Male,86,0,158187.74,3,1,1,95345.65,1
740574,91523de9-b9b7-4b5a-b270-e94926dd9167,Owens,823,Germany,Female,43,10,182480.8,1,0,1,103822.0,0
695013,7d804b36-c777-49b6-8ac5-ff3f8d27a3ff,Sanders,573,Germany,Male,42,6,83661.71,3,1,0,149997.95,0
492190,b86b3a81-0a92-473e-a56e-55ab7ce6d9db,Sanchez,810,France,Female,49,0,20803.97,2,1,0,99627.64,0
229797,75f0aa00-b94a-4b2d-8914-f53515855aee,Mcgrath,503,France,Female,71,10,59880.93,2,0,0,138660.41,0
249064,7bbfcfca-ff55-4003-b868-054a1390e4f6,Newton,373,France,Male,87,2,40858.42,4,1,1,65471.86,1
214309,926f239d-de7e-4be3-a685-eb4e5134f3c2,Williams,690,Spain,Female,40,1,228125.87,2,0,0,165227.19,0
608257,fd2c6784-2ff2-42b5-a21b-ad4836e898c5,Smith,352,Spain,Male,95,3,169489.31,3,0,0,6944.51,0
932004,fdb475d0-7c5e-4de6-8977-ab595ec64690,Lopez,842,Spain,Female,22,7,193655.5,1,0,1,65129.87,1
656342,935ca004-c803-4d0d-8bf0-bd8c8855f156,Graham,355,Spain,Male,32,8,40083.56,3,1,1,6373.55,0
432737,011811fc-2acb-4198-a97b-de711b605ab3,Wang,590,Spain,Male,54,2,97778.3,1,1,1,60770.2,0
592567,21bd87c0-a045-443e-b8c2-ed4f03255159,Salinas,301,France,Female,29,6,71185.44,2,1,0,15976.0,0
656823,5a9bb9d4-be63-4ea9-8f6a-d33e68b83084,White,623,Spain,Female,30,8,203969.82,2,1,1,199799.86,0
655870,dd9eaca4-8ad0-410b-892d-5fcfc5d5ee37,Roberts,319,Spain,Female,40,7,21391.29,1,0,1,79411.73,1
54495,42684958-f6b9-4a63-bf3a-067518c26d4f,Huerta,708,France,Female,45,2,53882.7,3,1,0,73163.59,0
333157,ad4ee91f-09e0-4171-a567-ba5ea0e4c14e,Moore,772,Spain,Female,44,4,30978.49,1,1,0,99144.82,1
163028,4b4c8eeb-395d-416e-9a00-c8a3efdfc899,Hogan,824,Germany,Female,22,3,47431.27,3,1,0,150156.98,0
406494,304d9af5-ba0b-49f7-a86c-f8dc2591aafd,Ortega,593,France,Female,50,0,49754.58,1,1,1,138350.69,0
595469,08173f0f-05b2-4ff1-a2c6-1d47c791a3f9,Smith,491,Spain,Male,20,3,49408.95,3,1,0,165159.43,0
441181,7820dae7-7a22-44dd-9e13-b198a16dc4a3,Baker,341,Germany,Male,49,2,27101.76,1,0,0,155723.12,0
932587,3f777542-2e03-4d37-9dfb-0a2655c567df,Dean,374,France,Male,40,5,204787.91,1,1,1,104532.28,0
685469,3242241e-030e-4e1d-b5b3-ea25092be1d3,Collins,812,Spain,Female,54,10,151579.14,4,0,1,145909.11,1
861915,04f2aa65-1f64-4cf0-8f12-e698d992e97a,Scott,735,France,Female,57,0,135463.33,2,0,0,2047.71,0
575388,571a143b-13e7-415e-939a-4eb47cf81392,Howell,456,France,Female,83,5,77829.12,1,1,1,37785.49,0
148849,b2511aae-c095-408f-8fbb-18ed7d7dd955,Holloway,450,Germany,Female,65,8,35935.68,1,1,0,6954.86,1
192271,4a0a1381-3b82-469e-9102-b8dbad226ede,Horne,827,Germany,Male,52,3,26421.09,1,0,0,169357.41,1
458523,55e5c60c-48b9-45ab-8304-9cf3bdd3bd16,Reyes,746,Spain,Female,39,8,69649.64,3,1,1,28602.94,1
86390,27ebb059-59b8-4fb9-a4f4-5c6434dcc3c5,Brown,460,Spain,Female,24,4,142310.67,1,1,0,13966.62,1
242036,cb441f56-480a-4891-a7db-0cf8f39c4a51,Perez,700,Germany,Female,93,5,243827.12,3,0,0,5478.85,0
192938,d447872b-463b-4e55-8975-fe69a32582bf,Williams,566,France,Male,79,2,193898.81,2,1,0,91359.13,1
886558,3b21046c-3a14-4956-b4c8-37fee8691ab7,Williams,623,Spain,Male,92,9,44702.01,2,0,0,78142.85,1
910501,092e8543-254d-4386-990b-f7a76ba99956,Edwards,303,Germany,Male,60,4,145813.32,1,1,0,42642.21,1
34443,f022104f-464c-44ae-8224-d68519b0964b,Jordan,371,France,Male,83,4,239771.45,4,0,0,85728.67,1
970336,1f7c2fad-19f0-4ec7-8498-fb09a42eb8e9,Bruce,420,Spain,Female,55,10,57740.38,3,1,1,111453.39,0
457482,5ec4ed25-01c0-4327-84c0-e4209718a942,Hendricks,695,France,Male,83,9,201826.88,1,0,0,144304.3,1
52690,4dcdfb6c-13e8-4652-a014-ac74679b1bc2,Cooper,439,France,Female,25,2,239045.97,4,1,1,72528.95,0
258254,a15d159e-ec0c-4f09-971b-615dd6c0d0bc,Wells,478,France,Male,37,2,125035.12,3,0,1,174124.19,0
656587,245c2436-dc01-4642-99ae-0df04cc8a4cc,Smith,622,France,Female,36,10,70646.64,4,1,0,105308.77,1
942624,1bf9c78c-2d93-4e13-8c16-78c4268282bc,Mendoza,805,Spain,Male,71,0,83999.18,3,1,1,104231.11,0
145972,02ae4d81-cf31-40d3-bfca-350fee980f8a,Peterson,503,Germany,Male,57,3,90807.92,2,1,1,123363.97,1
673152,7957f4bb-33c1-485b-b4ac-8af3897954fd,Warren,531,France,Female,73,5,160953.85,1,1,0,126389.07,1
543847,d3657802-6b17-4cef-8706-d44eac068d61,Parker,307,Germany,Female,77,10,166751.37,3,0,0,105703.67,1
652422,bda3f53b-6faa-4dd4-bd0a-bc71edb78c45,Daniels,792,Germany,Female,39,1,114025.6,3,0,0,165835.53,0
958197,14e20dd3-b746-43be-86c0-ecfdf65f0665,Bowman,362,France,Female,63,4,114282.04,3,0,0,140044.32,0
168888,3c6e09d3-d05d-4261-86e4-f67c38f7c9a6,Williams,432,Germany,Female,67,1,205436.31,1,0,0,21412.02,1
757580,cddeede5-6086-4a29-8c33-b36039c3cf0a,Bentley,817,Spain,Female,52,0,14794.22,1,0,1,73945.96,0
858986,80849b29-7a14-4735-b91e-8cc4e778fe73,Guerrero,567,France,Female,82,8,37556.09,2,1,1,66631.34,0
669796,1c61f81a-61f0-4c96-b232-3975d490e2d5,Flowers,799,Spain,Female,85,3,16422.27,2,0,1,166523.21,0
451347,bdabc389-e501-40d4-928b-4c2d28757f59,Jordan,517,Spain,Male,59,1,217813.9,4,0,0,2037.67,0
761425,390173d7-557d-4104-96fe-a62a16718f0d,Perez,745,Spain,Female,36,6,146669.65,3,1,1,184009.9,0
650201,4bc47b1a-2d97-49ee-82b3-54b88180c448,Evans,621,France,Female,30,4,140807.99,3,1,0,155072.2,1
260158,5e2ad3b9-7ab7-4e19-9265-2897d669c8c6,Grant,482,France,Male,68,5,168551.81,2,0,1,124665.47,0
860507,875f2b0b-cff5-4fd4-8b6d-7041fcc8b0b5,Ford,635,France,Female,43,0,142221.72,2,1,1,24225.29,1
759032,25445d2e-e817-4937-a96b-49898a3d6208,Wilkins,588,Spain,Female,26,6,106503.9,4,1,1,120764.39,1
3752,3f9d64e4-a54d-42b6-90ed-c6123a5e9a2d,Carlson,630,Spain,Female,37,0,191230.06,3,0,0,154893.32,1
344003,1388f9db-0f7f-4077-af63-3ea96de16fea,Buckley,753,Spain,Male,89,0,201605.44,3,1,0,195084.53,0
887189,f980ba99-3777-41d0-ad84-13d617914855,Manning,519,France,Female,76,3,60307.07,3,1,1,9405.11,0
603710,22d6bed5-853f-48ab-a1de-847af6537a7f,Nolan,810,France,Female,67,0,8588.39,2,1,1,155304.35,1
115342,6f45b44b-6a37-4066-9cee-2b86d3ba0c40,Mills,809,France,Male,51,6,207565.52,3,1,0,121105.51,1
820279,58f2f7b4-8c25-4d26-b743-9d5c0c6aee47,Harris,496,France,Female,92,4,126499.3,1,1,0,179301.25,1
120899,216b814d-4d50-41ea-800c-78d20c2deaaf,Munoz,849,Spain,Female,80,8,27198.92,1,0,0,23347.19,1
307678,dcffa9e0-bed7-4b67-8a28-6b16ab19f4dd,Adams,527,Germany,Female,74,10,216807.54,4,1,1,15505.12,1
862034,09927c5d-7b42-4d70-a213-0f387cecc4ed,Heath,820,France,Male,35,3,152017.91,1,0,1,191379.97,0
726587,ca934bbc-efd8-4906-aced-cac49c22df02,Snyder,466,Spain,Male,92,0,100091.62,3,0,1,84031.66,0
876244,a56c362c-352f-4669-af31-f05e6ff96b25,Mann,342,Spain,Male,84,8,204146.95,1,0,0,124184.15,0
260491,70379e0b-bf68-4399-8a5b-27b06990f972,Ramirez,604,France,Male,64,1,103953.52,3,1,1,48279.75,0
384479,403c240d-697b-44c6-8a47-f0a9e65f2f12,Gates,576,Germany,Female,52,0,171705.83,4,0,1,139621.35,0
715344,6eedcae8-e9ad-43bc-8bd3-90bfee781e18,White,771,France,Female,69,9,203612.34,2,0,0,114923.06,1
782815,de8c0fdb-3520-4b00-83ce-506d8f858300,Smith,448,Germany,Female,37,10,204396.15,1,1,0,161938.28,1
184940,fff82749-f714-4321-a207-7777eebfe449,Williams,517,Spain,Female,93,5,239454.08,3,0,1,19909.8,1
55207,085ac0e4-621c-4ff2-944d-463cba17741e,Hall,559,Spain,Male,39,10,205386.39,3,1,1,3131.6,1
280411,f1b6d588-d821-4c31-8385-3c79e5d247f7,Mccarty,590,Spain,Male,26,4,173164.99,4,0,1,35434.66,1
808039,5fbbb167-1342-48df-a72e-3c9973cbd3e4,Fields,354,Spain,Male,49,6,3988.48,4,1,0,148326.55,0
382112,231e8994-4b76-4ea5-87db-b1fb4893f739,Smith,646,Spain,Female,39,9,5276.74,2,0,0,130374.76,0
522468,6092adf8-5557-431d-9b28-72bab22ca409,Mckay,685,France,Male,28,4,59383.56,1,1,0,107731.01,0
333119,d7bacfd3-8e80-4acd-8f77-bd37ea72d920,Russell,723,Germany,Female,39,7,169361.1,2,1,0,2156.45,1
828367,9b352138-9381-43c6-9b10-25a71d00e399,Medina,437,Germany,Male,50,8,101445.72,2,1,0,171457.25,1
402221,41b0a9d2-fbed-429a-9169-d179a4e92d5c,Hughes,450,Spain,Female,43,6,216619.09,3,1,0,58086.73,0
302283,837786fe-32b8-4315-bd3f-55b8ce230f30,Dudley,307,Germany,Male,23,10,83347.83,1,0,0,159178.7,0
893868,ab43f4da-2949-4544-a5ba-d51a91854fa4,Juarez,571,France,Male,84,5,129727.29,3,0,1,74134.19,1
28517,172d0d8a-cc62-4d86-a0e0-346b160ee22e,Bolton,763,Germany,Male,25,3,158145.18,3,1,0,121258.25,0
120342,8bc193ed-8830-439a-a2ce-cee653511fa7,Brown,483,Spain,Female,75,10,134168.97,1,1,0,1006.79,0
485176,de769ca8-b641-4aef-85b9-cdf660c293bc,Robinson,689,France,Male,40,4,163115.5,1,1,0,114576.56,1
536833,60f84638-37c8-4c4a-8636-d4157bf0e9c8,Deleon,779,Germany,Female,53,8,163734.47,2,0,0,3568.65,0
62886,56b6bddb-161a-4136-8f93-8eb90add4281,Gonzalez,339,Spain,Male,68,7,246966.08,4,0,0,147696.63,0
914522,d03823c7-b517-466c-9013-46c323f28a64,Brown,368,France,Male,56,2,193995.99,4,1,0,33612.0,0
623433,d89762eb-67b8-4eab-ae9a-6a5e77313ebe,Stewart,667,Spain,Male,26,5,209057.81,3,1,0,14993.96,1
825414,335eea25-74b6-439b-b9d7-432a12b83252,Jimenez,325,Spain,Male,36,10,236194.41,3,0,0,128824.67,0
251236,6b442be4-6211-4c1f-be6f-7af28d3b4ebc,Carpenter,361,Spain,Female,79,6,248773.77,4,1,0,172717.44,0
357083,e40482ff-8eda-4208-a151-ec14bee27859,Mckee,435,Germany,Female,56,8,108230.99,2,0,0,193100.08,1
647524,7c3b7ad7-fcf4-4076-ae69-da8e35690cee,Shields,451,Spain,Female,82,3,16049.72,3,0,1,59182.02,1
576985,3723c8a7-2690-48c3-b7ff-d5e838788d14,Lopez,575,France,Female,57,8,249360.67,3,0,1,149690.2,0
533525,bdcbf080-0418-419a-9ff0-db6c93689489,Howard,613,France,Male,73,2,255944.91,4,1,1,103090.45,1
678490,c9ca6d92-3084-4999-a2c6-0e09dffdd12c,Thomas,782,Spain,Female,92,7,246594.62,4,0,0,104920.56,1
634989,6d72d52a-633e-440b-8387-74dfb9e610d5,Brady,459,Germany,Female,70,4,138840.99,2,0,1,5047.56,1
760266,96bec160-e50b-4152-b197-313138a42777,Crawford,376,Spain,Male,77,4,186791.33,3,0,1,159136.84,1
733511,98c16979-8ec0-42af-b945-214cb9aa557d,Sanchez,730,Spain,Male,41,3,82307.0,3,0,1,34683.61,1
137770,f5683faf-c1ff-45ca-9bfe-3baf2fc7210a,Montgomery,532,Germany,Female,44,9,113976.66,1,0,0,136391.92,1
926647,751d5570-b0c3-40d3-aca8-e26f10785b35,Mccarthy,713,France,Female,69,0,116610.55,2,1,0,76614.44,1
805245,a90f7b77-3b26-44c7-b599-ad33cb85c126,Barnes,342,Spain,Female,94,2,178651.88,4,1,0,64415.37,1
277538,69d6cc31-c710-4855-8a4b-41a87957d658,Wright,585,Spain,Male,25,1,163519.85,2,1,0,49230.1,1
471041,b5a8d923-c526-4bef-8684-47c187b629a0,Lindsey,883,Germany,Female,26,10,18474.45,1,1,0,179491.53,0
142030,c6dde689-0ab0-4105-8e99-cd0a1b040e99,Holden,500,France,Female,73,4,5161.29,3,0,0,199759.32,1
325452,daa01043-ea3c-4c70-af8e-65bdc838dbe0,Reeves,471,France,Male,75,8,104335.74,2,1,1,185314.07,1
866910,d82fee31-860a-4bbb-9acb-a2e384e38902,English,477,Germany,Female,68,3,16474.92,2,0,1,4504.49,1
821315,380fc3df-9bf2-4470-b697-8d878ebd8826,Lopez,326,France,Female,94,3,77849.52,2,1,0,187702.28,1
147291,b850834c-ac41-43a5-bbb9-686423216744,Burgess,683,Germany,Female,70,7,83212.38,1,1,1,92657.34,1
393207,6ff27aeb-ee59-43f1-bc7b-fcd899ce1b7d,Miller,549,France,Female,61,8,28338.86,3,0,1,42870.04,0
18825,276d55c4-45ce-433a-ae9c-ec000c91b022,Fry,333,Germany,Female,69,0,234642.4,4,0,1,49901.06,0
146946,67eeb4c8-0cb7-4424-afaa-d942f63eed78,Hudson,841,Germany,Male,69,10,122584.61,4,1,1,13976.37,1
796444,a92647f2-85d8-40cf-8cbf-21a1320ead37,Harding,662,France,Female,63,1,243408.45,3,0,0,98398.23,1
385065,d3e76f13-0a08-4523-ac04-c609054505f6,Thomas,817,France,Female,65,5,209146.6,1,0,1,31303.19,0
584422,5bf2aea9-c317-4816-8771-aca9a7f116fc,Flores,411,Germany,Male,78,7,140537.52,2,1,0,102363.31,1
46475,fd4cd1c9-83f3-4cb4-b81a-f445cce24f1d,Gregory,322,Germany,Male,30,0,6126.99,1,0,1,111548.96,1
300433,586cbc54-0e1e-4e7f-b840-dff4b4abfb56,Johnson,709,Spain,Male,19,6,139368.26,1,1,0,184379.44,1
400326,ae2bb4d9-52f2-4944-aa08-ab4a1493e7b7,Oconnor,732,Spain,Female,38,3,134433.55,4,1,1,152823.66,1
902890,6b677357-f04b-4043-8d0a-fe4bc0b65a75,Norton,683,Germany,Male,57,4,223172.68,3,1,1,64021.04,1
655233,bcabea12-a502-4f99-8b4d-749da94ffd3a,Young,436,Spain,Male,75,7,194534.39,4,1,1,5485.57,0
799902,eea6d68f-40c4-47e1-ad44-17575fd57294,Fleming,424,France,Female,53,8,185695.75,3,0,0,15195.38,0
606894,2b5935e7-4c83-41ce-97a7-9fd542237b61,Morales,851,France,Female,68,1,228561.37,1,1,1,88411.54,1
52618,1ac8e1b0-fc15-43a5-b273-e307512076c9,Mclean,737,Spain,Female,70,7,190709.4,1,0,1,128998.12,0
626249,0abeb94a-0150-47ca-bb66-6054523563d6,Espinoza,340,France,Female,78,8,255686.15,1,0,0,150317.41,0
558793,b85f4445-328f-483a-86b8-52ceb013d655,Cook,611,Spain,Female,26,5,212621.86,2,1,1,25009.0,1
491495,770b8b81-a4a8-475f-9df4-3eda6265fe1d,Bowers,511,France,Male,42,4,184040.52,4,0,1,26375.01,1
413191,5ef02bd6-6323-43de-ac9b-a2b658402275,Duncan,791,Germany,Female,77,4,54466.19,3,0,1,113777.72,1
